DATE,TIME,AM/PM,DATA
7/8/2019,10:45:00,AM,33.2
7/8/2019,11:00:00,AM,32.96
7/8/2019,11:15:00,AM,32.64
7/8/2019,11:30:00,AM,33.21
7/8/2019,11:45:00,AM,33.7
7/8/2019,12:00:00,PM,32.91
7/8/2019,12:15:00,PM,33.31
7/8/2019,12:30:00,PM,33.2
7/8/2019,12:45:00,PM,33.48
7/8/2019,1:00:00,PM,33.2
7/8/2019,1:15:00,PM,33.9
7/8/2019,1:30:00,PM,32.96
7/8/2019,1:45:00,PM,33.28
7/8/2019,2:00:00,PM,34.65
7/8/2019,2:15:00,PM,33.1
7/8/2019,2:30:00,PM,32.92
7/8/2019,2:45:00,PM,33.09
7/8/2019,3:00:00,PM,34.02
7/8/2019,3:15:00,PM,33.67
7/8/2019,3:30:00,PM,33.44
7/8/2019,3:45:00,PM,36.22
7/8/2019,4:00:00,PM,37.01
7/8/2019,4:15:00,PM,40.54
7/8/2019,4:30:00,PM,35.63
7/8/2019,4:45:00,PM,35.23
7/8/2019,5:00:00,PM,36.69
7/8/2019,5:15:00,PM,34.22
7/8/2019,5:30:00,PM,33.26
7/8/2019,5:45:00,PM,34.01
7/8/2019,6:00:00,PM,31.74
7/8/2019,6:15:00,PM,33.22
7/8/2019,6:30:00,PM,33.12
7/8/2019,6:45:00,PM,33.38
7/8/2019,7:00:00,PM,35.94
7/8/2019,7:15:00,PM,33.68
7/8/2019,7:30:00,PM,35.12
7/8/2019,7:45:00,PM,41.03
7/8/2019,8:00:00,PM,33.15
7/8/2019,8:15:00,PM,33.2
7/8/2019,8:30:00,PM,32.95
7/8/2019,8:45:00,PM,32.4
7/8/2019,9:00:00,PM,32.37
7/8/2019,9:15:00,PM,32.28
7/8/2019,9:30:00,PM,33.32
7/8/2019,9:45:00,PM,31.9
7/8/2019,10:00:00,PM,33.7
7/8/2019,10:15:00,PM,33.83
7/8/2019,10:30:00,PM,31.43
7/8/2019,10:45:00,PM,32.95
7/8/2019,11:00:00,PM,63.26
7/8/2019,11:15:00,PM,21.78
7/8/2019,11:30:00,PM,19.75
7/8/2019,11:45:00,PM,16.55
7/9/2019,12:00:00,AM,16.94
7/9/2019,12:15:00,AM,15.03
7/9/2019,12:30:00,AM,15.86
7/9/2019,12:45:00,AM,15.75
7/9/2019,1:00:00,AM,18.9
7/9/2019,1:15:00,AM,15.59
7/9/2019,1:30:00,AM,17.76
7/9/2019,1:45:00,AM,15.15
7/9/2019,2:00:00,AM,15.03
7/9/2019,2:15:00,AM,14.79
7/9/2019,2:30:00,AM,14.64
7/9/2019,2:45:00,AM,15.18
7/9/2019,3:00:00,AM,14.52
7/9/2019,3:15:00,AM,15.49
7/9/2019,3:30:00,AM,14.99
7/9/2019,3:45:00,AM,15.16
7/9/2019,4:00:00,AM,13.62
7/9/2019,4:15:00,AM,13.66
7/9/2019,4:30:00,AM,13.5
7/9/2019,4:45:00,AM,14.62
7/9/2019,5:00:00,AM,14.51
7/9/2019,5:15:00,AM,13.87
7/9/2019,5:30:00,AM,49.04
7/9/2019,5:45:00,AM,2.79
7/9/2019,6:00:00,AM,0.68
7/9/2019,6:15:00,AM,0.58
7/9/2019,6:30:00,AM,0.62
7/9/2019,6:45:00,AM,0.63
7/9/2019,7:00:00,AM,80.59
7/9/2019,7:15:00,AM,61.12
7/9/2019,7:30:00,AM,13.46
7/9/2019,7:45:00,AM,13.32
7/9/2019,8:00:00,AM,13.46
7/9/2019,8:15:00,AM,13.2
7/9/2019,8:30:00,AM,13.4
7/9/2019,8:45:00,AM,13.33
7/9/2019,9:00:00,AM,13.04
7/9/2019,9:15:00,AM,21.82
7/9/2019,9:30:00,AM,16
7/9/2019,9:45:00,AM,14.19
7/9/2019,10:00:00,AM,14.38
7/9/2019,10:15:00,AM,14.56
7/9/2019,10:30:00,AM,14.93
7/9/2019,10:45:00,AM,13.8
7/9/2019,11:00:00,AM,14.53
7/9/2019,11:15:00,AM,14.08
7/9/2019,11:30:00,AM,15.8
7/9/2019,11:45:00,AM,15.04
7/9/2019,12:00:00,PM,14.66
7/9/2019,12:15:00,PM,14.98
7/9/2019,12:30:00,PM,21.34
7/9/2019,12:45:00,PM,19.68
7/9/2019,1:00:00,PM,17.47
7/9/2019,1:15:00,PM,16.11
7/9/2019,1:30:00,PM,15.89
7/9/2019,1:45:00,PM,15.75
7/9/2019,2:00:00,PM,15.9
7/9/2019,2:15:00,PM,16.05
7/9/2019,2:30:00,PM,17.01
7/9/2019,2:45:00,PM,17.58
7/9/2019,3:00:00,PM,16.78
7/9/2019,3:15:00,PM,32.36
7/9/2019,3:30:00,PM,16.08
7/9/2019,3:45:00,PM,15.81
7/9/2019,4:00:00,PM,15.74
7/9/2019,4:15:00,PM,15.7
7/9/2019,4:30:00,PM,17.4
7/9/2019,4:45:00,PM,17.63
7/9/2019,5:00:00,PM,14.56
7/9/2019,5:15:00,PM,16.08
7/9/2019,5:30:00,PM,15.91
7/9/2019,5:45:00,PM,15.81
7/9/2019,6:00:00,PM,16.13
7/9/2019,6:15:00,PM,14.99
7/9/2019,6:30:00,PM,15.06
7/9/2019,6:45:00,PM,15.77
7/9/2019,7:00:00,PM,15.88
7/9/2019,7:15:00,PM,16.39
7/9/2019,7:30:00,PM,15.88
7/9/2019,7:45:00,PM,15.44
7/9/2019,8:00:00,PM,15.39
7/9/2019,8:15:00,PM,16.39
7/9/2019,8:30:00,PM,17.88
7/9/2019,8:45:00,PM,27.29
7/9/2019,9:00:00,PM,20.3
7/9/2019,9:15:00,PM,20.7
7/9/2019,9:30:00,PM,19.81
7/9/2019,9:45:00,PM,21.06
7/9/2019,10:00:00,PM,21.92
7/9/2019,10:15:00,PM,21.05
7/9/2019,10:30:00,PM,22.1
7/9/2019,10:45:00,PM,21.61
7/9/2019,11:00:00,PM,21.93
7/9/2019,11:15:00,PM,20.72
7/9/2019,11:30:00,PM,28.22
7/9/2019,11:45:00,PM,22.97
7/10/2019,12:00:00,AM,25.17
7/10/2019,12:15:00,AM,21.76
7/10/2019,12:30:00,AM,22.93
7/10/2019,12:45:00,AM,23
7/10/2019,1:00:00,AM,26.39
7/10/2019,1:15:00,AM,22.75
7/10/2019,1:30:00,AM,25.32
7/10/2019,1:45:00,AM,21.71
7/10/2019,2:00:00,AM,21.79
7/10/2019,2:15:00,AM,21.39
7/10/2019,2:30:00,AM,21.64
7/10/2019,2:45:00,AM,21.67
7/10/2019,3:00:00,AM,21.3
7/10/2019,3:15:00,AM,21.94
7/10/2019,3:30:00,AM,22.06
7/10/2019,3:45:00,AM,21.95
7/10/2019,4:00:00,AM,20.56
7/10/2019,4:15:00,AM,19.98
7/10/2019,4:30:00,AM,20.1
7/10/2019,4:45:00,AM,21.75
7/10/2019,5:00:00,AM,21.38
7/10/2019,5:15:00,AM,20.08
7/10/2019,5:30:00,AM,21.41
7/10/2019,5:45:00,AM,30.86
7/10/2019,6:00:00,AM,32.02
7/10/2019,6:15:00,AM,4.36
7/10/2019,6:30:00,AM,1.49
7/10/2019,6:45:00,AM,0.56
7/10/2019,7:00:00,AM,108.39
7/10/2019,7:15:00,AM,69.91
7/10/2019,7:30:00,AM,21.66
7/10/2019,7:45:00,AM,22.35
7/10/2019,8:00:00,AM,21.87
7/10/2019,8:15:00,AM,22.17
7/10/2019,8:30:00,AM,22.57
7/10/2019,8:45:00,AM,22.29
7/10/2019,9:00:00,AM,21.79
7/10/2019,9:15:00,AM,21.52
7/10/2019,9:30:00,AM,24.47
7/10/2019,9:45:00,AM,22.5
7/10/2019,10:00:00,AM,22.61
7/10/2019,10:15:00,AM,22.6
7/10/2019,10:30:00,AM,22.72
7/10/2019,10:45:00,AM,23.13
7/10/2019,11:00:00,AM,22.18
7/10/2019,11:15:00,AM,22.08
7/10/2019,11:30:00,AM,21.92
7/10/2019,11:45:00,AM,23.09
7/10/2019,12:00:00,PM,23.12
7/10/2019,12:15:00,PM,23.5
7/10/2019,12:30:00,PM,25.95
7/10/2019,12:45:00,PM,23.83
7/10/2019,1:00:00,PM,24.19
7/10/2019,1:15:00,PM,23.29
7/10/2019,1:30:00,PM,23.13
7/10/2019,1:45:00,PM,24.05
7/10/2019,2:00:00,PM,23.59
7/10/2019,2:15:00,PM,25.98
7/10/2019,2:30:00,PM,25.77
7/10/2019,2:45:00,PM,24.22
7/10/2019,3:00:00,PM,23.92
7/10/2019,3:15:00,PM,23.69
7/10/2019,3:30:00,PM,26.96
7/10/2019,3:45:00,PM,23.83
7/10/2019,4:00:00,PM,23.41
7/10/2019,4:15:00,PM,22.53
7/10/2019,4:30:00,PM,23.53
7/10/2019,4:45:00,PM,29.58
7/10/2019,5:00:00,PM,31.89
7/10/2019,5:15:00,PM,22
7/10/2019,5:30:00,PM,23.93
7/10/2019,5:45:00,PM,24.84
7/10/2019,6:00:00,PM,25.8
7/10/2019,6:15:00,PM,25.59
7/10/2019,6:30:00,PM,24.42
7/10/2019,6:45:00,PM,30.98
7/10/2019,7:00:00,PM,37.73
7/10/2019,7:15:00,PM,27.57
7/10/2019,7:30:00,PM,31.69
7/10/2019,7:45:00,PM,26.64
7/10/2019,8:00:00,PM,30.84
7/10/2019,8:15:00,PM,25.57
7/10/2019,8:30:00,PM,27.12
7/10/2019,8:45:00,PM,28.16
7/10/2019,9:00:00,PM,27.05
7/10/2019,9:15:00,PM,27.92
7/10/2019,9:30:00,PM,31.5
7/10/2019,9:45:00,PM,29.51
7/10/2019,10:00:00,PM,31
7/10/2019,10:15:00,PM,31.59
7/10/2019,10:30:00,PM,29.97
7/10/2019,10:45:00,PM,30.01
7/10/2019,11:00:00,PM,32.6
7/10/2019,11:15:00,PM,33.96
7/10/2019,11:30:00,PM,33.21
7/10/2019,11:45:00,PM,34.16
7/11/2019,12:00:00,AM,30.63
7/11/2019,12:15:00,AM,29.86
7/11/2019,12:30:00,AM,32.04
7/11/2019,12:45:00,AM,30.71
7/11/2019,1:00:00,AM,32.95
7/11/2019,1:15:00,AM,31.65
7/11/2019,1:30:00,AM,32.95
7/11/2019,1:45:00,AM,30.78
7/11/2019,2:00:00,AM,30.78
7/11/2019,2:15:00,AM,31.09
7/11/2019,2:30:00,AM,28.88
7/11/2019,2:45:00,AM,28.41
7/11/2019,3:00:00,AM,27.48
7/11/2019,3:15:00,AM,27.44
7/11/2019,3:30:00,AM,28.1
7/11/2019,3:45:00,AM,29.24
7/11/2019,4:00:00,AM,23.68
7/11/2019,4:15:00,AM,22.95
7/11/2019,4:30:00,AM,23.97
7/11/2019,4:45:00,AM,25.51
7/11/2019,5:00:00,AM,24.85
7/11/2019,5:15:00,AM,22.93
7/11/2019,5:30:00,AM,37.17
7/11/2019,5:45:00,AM,25.26
7/11/2019,6:00:00,AM,42.59
7/11/2019,6:15:00,AM,7.83
7/11/2019,6:30:00,AM,1.84
7/11/2019,6:45:00,AM,1.22
7/11/2019,7:00:00,AM,128.42
7/11/2019,7:15:00,AM,92.63
7/11/2019,7:30:00,AM,26.09
7/11/2019,7:45:00,AM,27.35
7/11/2019,8:00:00,AM,29.08
7/11/2019,8:15:00,AM,31.05
7/11/2019,8:30:00,AM,28.12
7/11/2019,8:45:00,AM,30.03
7/11/2019,9:00:00,AM,27.07
7/11/2019,9:15:00,AM,27.47
7/11/2019,9:30:00,AM,27.84
7/11/2019,9:45:00,AM,27.8
7/11/2019,10:00:00,AM,27.76
7/11/2019,10:15:00,AM,29.62
7/11/2019,10:30:00,AM,27.21
7/11/2019,10:45:00,AM,28.18
7/11/2019,11:00:00,AM,29.43
7/11/2019,11:15:00,AM,29.2
7/11/2019,11:30:00,AM,29.21
7/11/2019,11:45:00,AM,28.81
7/11/2019,12:00:00,PM,28.47
7/11/2019,12:15:00,PM,30.11
7/11/2019,12:30:00,PM,30.07
7/11/2019,12:45:00,PM,37.51
7/11/2019,1:00:00,PM,30.37
7/11/2019,1:15:00,PM,32.47
7/11/2019,1:30:00,PM,33.36
7/11/2019,1:45:00,PM,33.43
7/11/2019,2:00:00,PM,36.97
7/11/2019,2:15:00,PM,29.77
7/11/2019,2:30:00,PM,36.34
7/11/2019,2:45:00,PM,39.75
7/11/2019,3:00:00,PM,30.59
7/11/2019,3:15:00,PM,31.77
7/11/2019,3:30:00,PM,34.72
7/11/2019,3:45:00,PM,31.23
7/11/2019,4:00:00,PM,31.36
7/11/2019,4:15:00,PM,31.14
7/11/2019,4:30:00,PM,31.42
7/11/2019,4:45:00,PM,32.66
7/11/2019,5:00:00,PM,29.15
7/11/2019,5:15:00,PM,24.72
7/11/2019,5:30:00,PM,29.12
7/11/2019,5:45:00,PM,26.93
7/11/2019,6:00:00,PM,28.04
7/11/2019,6:15:00,PM,28.1
7/11/2019,6:30:00,PM,30.45
7/11/2019,6:45:00,PM,30.12
7/11/2019,7:00:00,PM,29.51
7/11/2019,7:15:00,PM,28.29
7/11/2019,7:30:00,PM,28.43
7/11/2019,7:45:00,PM,31.06
7/11/2019,8:00:00,PM,31.37
7/11/2019,8:15:00,PM,29.64
7/11/2019,8:30:00,PM,30.88
7/11/2019,8:45:00,PM,28.05
7/11/2019,9:00:00,PM,28.18
7/11/2019,9:15:00,PM,29.13
7/11/2019,9:30:00,PM,29.03
7/11/2019,9:45:00,PM,26.68
7/11/2019,10:00:00,PM,23.67
7/11/2019,10:15:00,PM,24.95
7/11/2019,10:30:00,PM,24.72
7/11/2019,10:45:00,PM,25.21
7/11/2019,11:00:00,PM,25.27
7/11/2019,11:15:00,PM,24.13
7/11/2019,11:30:00,PM,25.43
7/11/2019,11:45:00,PM,27.37
7/12/2019,12:00:00,AM,27.68
7/12/2019,12:15:00,AM,24.32
7/12/2019,12:30:00,AM,25.79
7/12/2019,12:45:00,AM,25.22
7/12/2019,1:00:00,AM,29
7/12/2019,1:15:00,AM,25.19
7/12/2019,1:30:00,AM,27.5
7/12/2019,1:45:00,AM,24.84
7/12/2019,2:00:00,AM,24.97
7/12/2019,2:15:00,AM,24.97
7/12/2019,2:30:00,AM,25.53
7/12/2019,2:45:00,AM,25.41
7/12/2019,3:00:00,AM,24.43
7/12/2019,3:15:00,AM,25.45
7/12/2019,3:30:00,AM,25.17
7/12/2019,3:45:00,AM,25.01
7/12/2019,4:00:00,AM,22.96
7/12/2019,4:15:00,AM,22.1
7/12/2019,4:30:00,AM,22.76
7/12/2019,4:45:00,AM,24.28
7/12/2019,5:00:00,AM,24.26
7/12/2019,5:15:00,AM,22.93
7/12/2019,5:30:00,AM,35.62
7/12/2019,5:45:00,AM,32.41
7/12/2019,6:00:00,AM,25.35
7/12/2019,6:15:00,AM,3.7
7/12/2019,6:30:00,AM,3.29
7/12/2019,6:45:00,AM,3.28
7/12/2019,7:00:00,AM,108.17
7/12/2019,7:15:00,AM,67.75
7/12/2019,7:30:00,AM,19.98
7/12/2019,7:45:00,AM,19.84
7/12/2019,8:00:00,AM,19.64
7/12/2019,8:15:00,AM,19.73
7/12/2019,8:30:00,AM,19.86
7/12/2019,8:45:00,AM,20.16
7/12/2019,9:00:00,AM,19.49
7/12/2019,9:15:00,AM,19.13
7/12/2019,9:30:00,AM,20.19
7/12/2019,9:45:00,AM,20.08
7/12/2019,10:00:00,AM,19.45
7/12/2019,10:15:00,AM,20.57
7/12/2019,10:30:00,AM,20.29
7/12/2019,10:45:00,AM,20.21
7/12/2019,11:00:00,AM,19.72
7/12/2019,11:15:00,AM,19.35
7/12/2019,11:30:00,AM,19.14
7/12/2019,11:45:00,AM,19.6
7/12/2019,12:00:00,PM,20.29
7/12/2019,12:15:00,PM,20.53
7/12/2019,12:30:00,PM,20
7/12/2019,12:45:00,PM,20.36
7/12/2019,1:00:00,PM,20.19
7/12/2019,1:15:00,PM,20.59
7/12/2019,1:30:00,PM,27.53
7/12/2019,1:45:00,PM,19.41
7/12/2019,2:00:00,PM,19.97
7/12/2019,2:15:00,PM,23.16
7/12/2019,2:30:00,PM,19.3
7/12/2019,2:45:00,PM,23.58
7/12/2019,3:00:00,PM,20.39
7/12/2019,3:15:00,PM,19.81
7/12/2019,3:30:00,PM,20.72
7/12/2019,3:45:00,PM,20.44
7/12/2019,4:00:00,PM,22.85
7/12/2019,4:15:00,PM,20.27
7/12/2019,4:30:00,PM,20.17
7/12/2019,4:45:00,PM,20.1
7/12/2019,5:00:00,PM,20.43
7/12/2019,5:15:00,PM,19.52
7/12/2019,5:30:00,PM,19.51
7/12/2019,5:45:00,PM,20.23
7/12/2019,6:00:00,PM,20.14
7/12/2019,6:15:00,PM,20.51
7/12/2019,6:30:00,PM,18.75
7/12/2019,6:45:00,PM,20.15
7/12/2019,7:00:00,PM,32.75
7/12/2019,7:15:00,PM,18.95
7/12/2019,7:30:00,PM,20.21
7/12/2019,7:45:00,PM,18.85
7/12/2019,8:00:00,PM,19.52
7/12/2019,8:15:00,PM,19.69
7/12/2019,8:30:00,PM,18.1
7/12/2019,8:45:00,PM,19.96
7/12/2019,9:00:00,PM,19.46
7/12/2019,9:15:00,PM,20.04
7/12/2019,9:30:00,PM,19.03
7/12/2019,9:45:00,PM,18.87
7/12/2019,10:00:00,PM,21.06
7/12/2019,10:15:00,PM,26.16
7/12/2019,10:30:00,PM,23.82
7/12/2019,10:45:00,PM,23.69
7/12/2019,11:00:00,PM,26.08
7/12/2019,11:15:00,PM,26.69
7/12/2019,11:30:00,PM,26.25
7/12/2019,11:45:00,PM,28.03
7/13/2019,12:00:00,AM,0
7/13/2019,12:15:00,AM,0
7/13/2019,12:30:00,AM,0
7/13/2019,12:45:00,AM,0
7/13/2019,1:00:00,AM,0
7/13/2019,1:15:00,AM,0
7/13/2019,1:30:00,AM,0
7/13/2019,1:45:00,AM,0
7/13/2019,2:00:00,AM,0
7/13/2019,2:15:00,AM,0
7/13/2019,2:30:00,AM,0
7/13/2019,2:45:00,AM,0
7/13/2019,3:00:00,AM,0
7/13/2019,3:15:00,AM,0
7/13/2019,3:30:00,AM,0
7/13/2019,3:45:00,AM,0
7/13/2019,4:00:00,AM,0
7/13/2019,4:15:00,AM,0
7/13/2019,4:30:00,AM,0
7/13/2019,4:45:00,AM,0
7/13/2019,5:00:00,AM,0
7/13/2019,5:15:00,AM,0
7/13/2019,5:30:00,AM,0
7/13/2019,5:45:00,AM,0
7/13/2019,6:00:00,AM,0
7/13/2019,6:15:00,AM,0
7/13/2019,6:30:00,AM,0
7/13/2019,6:45:00,AM,0
7/13/2019,7:00:00,AM,0
7/13/2019,7:15:00,AM,0
7/13/2019,7:30:00,AM,0
7/13/2019,7:45:00,AM,0
7/13/2019,8:00:00,AM,0
7/13/2019,8:15:00,AM,0
7/13/2019,8:30:00,AM,0
7/13/2019,8:45:00,AM,0
7/13/2019,9:00:00,AM,0
7/13/2019,9:15:00,AM,0
7/13/2019,9:30:00,AM,0
7/13/2019,9:45:00,AM,0
7/13/2019,10:00:00,AM,0
7/13/2019,10:15:00,AM,0
7/13/2019,10:30:00,AM,0
7/13/2019,10:45:00,AM,0
7/13/2019,11:00:00,AM,0
7/13/2019,11:15:00,AM,0
7/13/2019,11:30:00,AM,0
7/13/2019,11:45:00,AM,0
7/14/2019,12:00:00,PM,0
7/14/2019,12:15:00,PM,0
7/14/2019,12:30:00,PM,0
7/14/2019,12:45:00,PM,0
7/14/2019,1:00:00,PM,0
7/14/2019,1:15:00,PM,0
7/14/2019,1:30:00,PM,0
7/14/2019,1:45:00,PM,0
7/14/2019,2:00:00,PM,0
7/14/2019,2:15:00,PM,0
7/14/2019,2:30:00,PM,0
7/14/2019,2:45:00,PM,0
7/14/2019,3:00:00,PM,0
7/14/2019,3:15:00,PM,0
7/14/2019,3:30:00,PM,0
7/14/2019,3:45:00,PM,0
7/14/2019,4:00:00,PM,0
7/14/2019,4:15:00,PM,0
7/14/2019,4:30:00,PM,0
7/14/2019,4:45:00,PM,0
7/14/2019,5:00:00,PM,0
7/14/2019,5:15:00,PM,0
7/14/2019,5:30:00,PM,0
7/14/2019,5:45:00,PM,0
7/14/2019,6:00:00,PM,0
7/14/2019,6:15:00,PM,0
7/14/2019,6:30:00,PM,0
7/14/2019,6:45:00,PM,0
7/14/2019,7:00:00,PM,0
7/14/2019,7:15:00,PM,0
7/14/2019,7:30:00,PM,0
7/14/2019,7:45:00,PM,0
7/14/2019,8:00:00,PM,0
7/14/2019,8:15:00,PM,0
7/14/2019,8:30:00,PM,0
7/14/2019,8:45:00,PM,0
7/14/2019,9:00:00,PM,0
7/14/2019,9:15:00,PM,0
7/14/2019,9:30:00,PM,0
7/14/2019,9:45:00,PM,0
7/14/2019,10:00:00,PM,0
7/14/2019,10:15:00,PM,0
7/14/2019,10:30:00,PM,0
7/14/2019,10:45:00,PM,0
7/14/2019,11:00:00,PM,0
7/14/2019,11:15:00,PM,0
7/14/2019,11:30:00,PM,0
7/14/2019,11:45:00,PM,0
7/14/2019,12:00:00,AM,0
7/14/2019,12:15:00,AM,0
7/14/2019,12:30:00,AM,0
7/14/2019,12:45:00,AM,0
7/14/2019,1:00:00,AM,0
7/14/2019,1:15:00,AM,0
7/14/2019,1:30:00,AM,0
7/14/2019,1:45:00,AM,0
7/14/2019,2:00:00,AM,0
7/14/2019,2:15:00,AM,0
7/14/2019,2:30:00,AM,0
7/14/2019,2:45:00,AM,0
7/14/2019,3:00:00,AM,0
7/14/2019,3:15:00,AM,0
7/14/2019,3:30:00,AM,0
7/14/2019,3:45:00,AM,0
7/14/2019,4:00:00,AM,0
7/14/2019,4:15:00,AM,0
7/14/2019,4:30:00,AM,0
7/14/2019,4:45:00,AM,0
7/14/2019,5:00:00,AM,0
7/14/2019,5:15:00,AM,0
7/14/2019,5:30:00,AM,0
7/14/2019,5:45:00,AM,0
7/14/2019,6:00:00,AM,0
7/14/2019,6:15:00,AM,0
7/14/2019,6:30:00,AM,0
7/14/2019,6:45:00,AM,0
7/14/2019,7:00:00,AM,0
7/14/2019,7:15:00,AM,0
7/14/2019,7:30:00,AM,0
7/14/2019,7:45:00,AM,0
7/14/2019,8:00:00,AM,0
7/14/2019,8:15:00,AM,0
7/14/2019,8:30:00,AM,0
7/14/2019,8:45:00,AM,0
7/14/2019,9:00:00,AM,0
7/14/2019,9:15:00,AM,0
7/14/2019,9:30:00,AM,0
7/14/2019,9:45:00,AM,0
7/14/2019,10:00:00,AM,0
7/14/2019,10:15:00,AM,0
7/14/2019,10:30:00,AM,0
7/14/2019,10:45:00,AM,0
7/14/2019,11:00:00,AM,0
7/14/2019,11:15:00,AM,0
7/14/2019,11:30:00,AM,0
7/14/2019,11:45:00,AM,0
7/14/2019,12:00:00,PM,0
7/14/2019,12:15:00,PM,0
7/14/2019,12:30:00,PM,0
7/14/2019,12:45:00,PM,0
7/14/2019,1:00:00,PM,0
7/14/2019,1:15:00,PM,0
7/14/2019,1:30:00,PM,0
7/14/2019,1:45:00,PM,0
7/14/2019,2:00:00,PM,0
7/14/2019,2:15:00,PM,0
7/14/2019,2:30:00,PM,0
7/14/2019,2:45:00,PM,0
7/14/2019,3:00:00,PM,0
7/14/2019,3:15:00,PM,0
7/14/2019,3:30:00,PM,0
7/14/2019,3:45:00,PM,0
7/14/2019,4:00:00,PM,0
7/14/2019,4:15:00,PM,0
7/14/2019,4:30:00,PM,0
7/14/2019,4:45:00,PM,0
7/14/2019,5:00:00,PM,0
7/14/2019,5:15:00,PM,0
7/14/2019,5:30:00,PM,0
7/14/2019,5:45:00,PM,0
7/14/2019,6:00:00,PM,0
7/14/2019,6:15:00,PM,0
7/14/2019,6:30:00,PM,0
7/14/2019,6:45:00,PM,0
7/14/2019,7:00:00,PM,0
7/14/2019,7:15:00,PM,0
7/14/2019,7:30:00,PM,0
7/14/2019,7:45:00,PM,0
7/14/2019,8:00:00,PM,0
7/14/2019,8:15:00,PM,0
7/14/2019,8:30:00,PM,0
7/14/2019,8:45:00,PM,0
7/14/2019,9:00:00,PM,0
7/14/2019,9:15:00,PM,0
7/14/2019,9:30:00,PM,0
7/14/2019,9:45:00,PM,0
7/14/2019,10:00:00,PM,0
7/14/2019,10:15:00,PM,0
7/14/2019,10:30:00,PM,0
7/14/2019,10:45:00,PM,0
7/14/2019,11:00:00,PM,0
7/14/2019,11:15:00,PM,0
7/14/2019,11:30:00,PM,0
7/14/2019,11:45:00,PM,0
7/15/2019,12:00:00,AM,39.97
7/15/2019,12:15:00,AM,39.05
7/15/2019,12:30:00,AM,39.65
7/15/2019,12:45:00,AM,40.58
7/15/2019,1:00:00,AM,71.17
7/15/2019,1:15:00,AM,4.08
7/15/2019,1:30:00,AM,3.4
7/15/2019,1:45:00,AM,3.53
7/15/2019,2:00:00,AM,3.5
7/15/2019,2:15:00,AM,3.56
7/15/2019,2:30:00,AM,3.48
7/15/2019,2:45:00,AM,3.55
7/15/2019,3:00:00,AM,3.23
7/15/2019,3:15:00,AM,3.51
7/15/2019,3:30:00,AM,3.57
7/15/2019,3:45:00,AM,3.54
7/15/2019,4:00:00,AM,3.31
7/15/2019,4:15:00,AM,3.14
7/15/2019,4:30:00,AM,3.17
7/15/2019,4:45:00,AM,3.27
7/15/2019,5:00:00,AM,3.16
7/15/2019,5:15:00,AM,3.13
7/15/2019,5:30:00,AM,10.15
7/15/2019,5:45:00,AM,4.18
7/15/2019,6:00:00,AM,4.02
7/15/2019,6:15:00,AM,3.89
7/15/2019,6:30:00,AM,3.82
7/15/2019,6:45:00,AM,4
7/15/2019,7:00:00,AM,4.21
7/15/2019,7:15:00,AM,234.1
7/15/2019,7:30:00,AM,35.51
7/15/2019,7:45:00,AM,35.32
7/15/2019,8:00:00,AM,36.85
7/15/2019,8:15:00,AM,36.13
7/15/2019,8:30:00,AM,35.75
7/15/2019,8:45:00,AM,36.21
7/15/2019,9:00:00,AM,35.75
7/15/2019,9:15:00,AM,37.95
7/15/2019,9:30:00,AM,41.51
7/15/2019,9:45:00,AM,38.35
7/15/2019,10:00:00,AM,38.26
7/15/2019,10:15:00,AM,37.78
7/15/2019,10:30:00,AM,37.08
7/15/2019,10:45:00,AM,38.78
7/15/2019,11:00:00,AM,38.54
7/15/2019,11:15:00,AM,38.87
7/15/2019,11:30:00,AM,38.37
7/15/2019,11:45:00,AM,39.16
7/15/2019,12:00:00,PM,38.7
7/15/2019,12:15:00,PM,38.84
7/15/2019,12:30:00,PM,38.13
7/15/2019,12:45:00,PM,39.36
7/15/2019,1:00:00,PM,38.35
7/15/2019,1:15:00,PM,42.21
7/15/2019,1:30:00,PM,38.26
7/15/2019,1:45:00,PM,38.39
7/15/2019,2:00:00,PM,38.22
7/15/2019,2:15:00,PM,41.87
7/15/2019,2:30:00,PM,39.79
7/15/2019,2:45:00,PM,45.74
7/15/2019,3:00:00,PM,40.11
7/15/2019,3:15:00,PM,38.22
7/15/2019,3:30:00,PM,38.11
7/15/2019,3:45:00,PM,38.12
7/15/2019,4:00:00,PM,73.6
7/15/2019,4:15:00,PM,44.06
7/15/2019,4:30:00,PM,36.9
7/15/2019,4:45:00,PM,38.71
7/15/2019,5:00:00,PM,36.57
7/15/2019,5:15:00,PM,40.25
7/15/2019,5:30:00,PM,38.16
7/15/2019,5:45:00,PM,37.06
7/15/2019,6:00:00,PM,38.34
7/15/2019,6:15:00,PM,37.43
7/15/2019,6:30:00,PM,39.12
7/15/2019,6:45:00,PM,37.76
7/15/2019,7:00:00,PM,38.29
7/15/2019,7:15:00,PM,38.04
7/15/2019,7:30:00,PM,38.04
7/15/2019,7:45:00,PM,37.16
7/15/2019,8:00:00,PM,36.16
7/15/2019,8:15:00,PM,37.68
7/15/2019,8:30:00,PM,38.29
7/15/2019,8:45:00,PM,37.27
7/15/2019,9:00:00,PM,38.04
7/15/2019,9:15:00,PM,39.02
7/15/2019,9:30:00,PM,35.57
7/15/2019,9:45:00,PM,35.53
7/15/2019,10:00:00,PM,37.79
7/15/2019,10:15:00,PM,36.41
